StateCode,District Code,TalukCode,VillageCode,Name
27,000,00000,000000,MAHARASHTRA
27,497,00000,000000,Nandurbar
27,497,03950,000000,Akkalkuwa
27,497,03950,525002,Manibeli
27,497,03950,525003,Dhankhedi
27,497,03950,525004,Chimalkhadi
27,497,03950,525005,Sinduri
27,497,03950,525006,Bamani
27,497,03950,525007,Danel
27,497,03950,525008,Mukhadi
27,497,03950,525009,Gaman
27,497,03950,525010,Jangathi
27,497,03950,525011,Arethi
27,497,03950,525012,Kukadipadar
27,497,03950,525013,Kewadi
27,497,03950,525014,Barisugas
27,497,03950,525015,Pimpalkhuta
27,497,03950,525016,Surgas
27,497,03950,525017,Khodasbara
27,497,03950,525018,Jugalkhet
27,497,03950,525019,Balaghat
27,497,03950,525020,Bardi
27,497,03950,525021,Mokas
27,497,03950,525022,Pandhramati
27,497,03950,525023,Chapadi
27,497,03950,525024,Wadfali (R)
27,497,03950,525025,Movan
27,497,03950,525026,Bagda
27,497,03950,525027,Morhi
27,497,03950,525028,Vehgi
27,497,03950,525029,Dhebramal
27,497,03950,525030,Sambar
27,497,03950,525031,Palaskhobra
27,497,03950,525032,Mandawa
27,497,03950,525033,Kanjala
27,497,03950,525034,Welkhadi
27,497,03950,525035,Veri
27,497,03950,525036,Chanwai
27,497,03950,525037,Malpada
27,497,03950,525038,Bhagdari
27,497,03950,525039,Olpada 
27,497,03950,525040,Bijaligavhan
27,497,03950,525041,Kanjani
27,497,03950,525042,Bijaripati
27,497,03950,525043,Molgi
27,497,03950,525044,Ukhalipada 
27,497,03950,525045,Sorchapada 
27,497,03950,525046,Kathi
27,497,03950,525047,Bhangrapani
27,497,03950,525048,Pimprapani
27,497,03950,525049,Pimpti
27,497,03950,525050,Umati
27,497,03950,525051,Jamali (ka)
27,497,03950,525052,Bokhadi
27,497,03950,525053,Bedakund
27,497,03950,525054,Bharkund
27,497,03950,525055,Sallibar
27,497,03950,525056,Veli
27,497,03950,525057,Gadwani
27,497,03950,525058,Urmalamal
27,497,03950,525059,Chivalutar
27,497,03950,525060,Ambaribar
27,497,03950,525061,Khuntagavhan
27,497,03950,525062,Jamana
27,497,03950,525063,Patbara
27,497,03950,525064,Umaragavhan
27,497,03950,525065,Orpa
27,497,03950,525066,Nendwan Kh
27,497,03950,525067,Nendwan Bk
27,497,03950,525068,Khurchimal
27,497,03950,525069,Mal
27,497,03950,525070,Hunakhamb
27,497,03950,525071,Khodi
27,497,03950,525072,Sari
27,497,03950,525073,Junwani
27,497,03950,525074,Sakliumar
27,497,03950,525075,Wadibar
27,497,03950,525076,Walamba (k)
27,497,03950,525077,Dahel
27,497,03950,525078,Mogra
27,497,03950,525079,Oghani
27,497,03950,525080,Chikhali
27,497,03950,525081,Walamba (R)
27,497,03950,525082,Nimbapati
27,497,03950,525083,Horafali
27,497,03950,525084,Beti
27,497,03950,525085,Morkhi
27,497,03950,525086,Thana
27,497,03950,525087,Khadakapani
27,497,03950,525088,Odhi
27,497,03950,525089,Kothali
27,497,03950,525090,Kataskhai
27,497,03950,525091,Ohwa
27,497,03950,525092,Todikund
27,497,03950,525093,Dab
27,497,03950,525094,Khai
27,497,03950,525095,Kuwa
27,497,03950,525096,Kolavimal
27,497,03950,525097,Kankalamal
27,497,03950,525098,Bharadipadar
27,497,03950,525099,Darasarapadar
27,497,03950,525100,Ukhalsag
27,497,03950,525101,Ambabari
27,497,03950,525102,Ratanbara
27,497,03950,525103,Rojkund
27,497,03950,525104,Moramba
27,497,03950,525105,Rampur
27,497,03950,525106,Shendvan
27,497,03950,525107,Talamba
27,497,03950,525108,Mahukhadi
27,497,03950,525109,Jambipani
27,497,03950,525110,Ranzani
27,497,03950,525111,Raisingpur
27,497,03950,525112,Ghunsi
27,497,03950,525113,Vadali
27,497,03950,525114,Lalpur
27,497,03950,525115,Kakadkhunt
27,497,03950,525116,Mahupada
27,497,03950,525117,Khadkuna
27,497,03950,525118,Kakdiamba
27,497,03950,525119,Gavhali
27,497,03950,525120,Dodwa
27,497,03950,525121,Nawapada
27,497,03950,525122,Umarkuva
27,497,03950,525123,Pechari Deo
27,497,03950,525124,Tawali
27,497,03950,525125,Porambi
27,497,03950,525126,Nawagaon
27,497,03950,525127,Mandara
27,497,03950,525128,Kolavi
27,497,03950,525129,Koyalivihir
27,497,03950,525130,Vakadhaman
27,497,03950,525131,Sonapati
27,497,03950,525132,Bhovara
27,497,03950,525133,Khatkuwa
27,497,03950,525134,Ankushvihir (Bri)
27,497,03950,525135,Khatwani
27,497,03950,525136,Ankushvihir (bri)
27,497,03950,525137,Digiamba
27,497,03950,525138,Junanagarmuthas
27,497,03950,525139,Nawa Nagarmutha
27,497,03950,525140,Khadake
27,497,03950,525141,Kumbharkhan
27,497,03950,525142,Gotpada
27,497,03950,525143,Chhote Udepur
27,497,03950,525144,Guliumbar
27,497,03950,525145,Dogripada
27,497,03950,525146,Rethi
27,497,03950,525147,Sheltapani
27,497,03950,525148,Chandpur
27,497,03950,525149,Udepur
27,497,03950,525150,Korai
27,497,03950,525151,Ziri Sawar
27,497,03950,525152,Nain Shewadi
27,497,03950,525153,Jamali (umar-kuwa)
27,497,03950,525154,Kauli
27,497,03950,525155,Amaliphali 
27,497,03950,525156,Bamangaon
27,497,03950,525157,Kadwa Mahu
27,497,03950,525158,Kawali Gavhan
27,497,03950,525159,Pimpalgaon
27,497,03950,525160,Guliamba
27,497,03950,525161,Khapran
27,497,03950,525162,Amali Bari
27,497,03950,525163,Kankala
27,497,03950,525164,Amali
27,497,03950,525165,Singpur Kh
27,497,03950,525166,Sojdan
27,497,03950,525167,Alivihir
27,497,03950,525168,Deomogaranagar 
27,497,03950,525169,Ghantani
27,497,03950,525170,Kankali
27,497,03950,525171,Gangapur
27,497,03950,525172,Thanavihir
27,497,03950,525173,Nala
27,497,03950,525174,Virpur
27,497,03950,525175,Galotha Bk
27,497,03950,525176,Kakerpada
27,497,03950,525177,Galotha Kh
27,497,03950,525178,Timakmauli
27,497,03950,525179,Boripada
27,497,03950,525180,Wadfali (Na)
27,497,03950,525181,Bhabalpur
27,497,03950,525182,Singpur Bk
27,497,03950,525183,Mandaviamba
27,497,03950,525184,Janiamba
27,497,03950,525185,Vanyavihir Bk
27,497,03950,525186,Vanyavihir Kh
27,497,03950,525187,Sorapada
27,497,03950,525188,Mithyafali
27,497,03950,525189,Pimpripada
27,497,03950,525190,Rajmohi (Mothi)
27,497,03950,525191,Rajmohi Chhoti 
27,497,03950,525192,Khapar (CT)
27,497,03950,525193,Akkalkuwa (CT)
27,497,03950,525194,Makranifali (CT)
27,497,03951,000000,Akrani
27,497,03951,525195,Surung
27,497,03951,525196,Tinasmal
27,497,03951,525197,Chitkhedi
27,497,03951,525198,Duttal
27,497,03951,525199,Borsisa
27,497,03951,525200,Vahwani
27,497,03951,525201,Nal Gavhan
27,497,03951,525202,Bhanoli
27,497,03951,525203,Jalola
27,497,03951,525204,Chhapari
27,497,03951,525205,Nandalwad
27,497,03951,525206,Pimpri
27,497,03951,525207,Achapa
27,497,03951,525208,Amala
27,497,03951,525209,Jamanvahi
27,497,03951,525210,Son Kh
27,497,03951,525211,Son Bk
27,497,03951,525212,Khadkya
27,497,03951,525213,Katri
27,497,03951,525214,Katri Forest
27,497,03951,525215,Khuntamodi
27,497,03951,525216,Kundal
27,497,03951,525217,Khanbara
27,497,03951,525218,Mojara
27,497,03951,525219,Varkhedi Bk
27,497,03951,525220,Varkhedi Kh
27,497,03951,525221,Hatdhui
27,497,03951,525222,Tembhala
27,497,03951,525223,Kharda
27,497,03951,525224,Nimkhedi
27,497,03951,525225,Bhogawade Bk
27,497,03951,525226,Umarani Bk
27,497,03951,525227,Umarani Kh
27,497,03951,525228,Bhujgaon
27,497,03951,525229,Surwani
27,497,03951,525230,Somane
27,497,03951,525231,Mundalwad
27,497,03951,525232,Harankhuri
27,497,03951,525233,Roshamal Bk
27,497,03951,525234,Bhogawade Kh
27,497,03951,525235,Dhanaje Bk
27,497,03951,525236,Borwan
27,497,03951,525237,Dhadgaon
27,497,03951,525238,Chondwade Bk
27,497,03951,525239,Dhanaje Kh
27,497,03951,525240,Chondwade Kh
27,497,03951,525241,Bilbarpada
27,497,03951,525242,Ambari
27,497,03951,525243,Kharwad
27,497,03951,525244,Kundya
27,497,03951,525245,Velkhedi
27,497,03951,525246,Mundalgaon
27,497,03951,525247,Toranmal (New)
27,497,03951,525248,Godamba
27,497,03951,525249,Jugani
27,497,03951,525250,Khamala
27,497,03951,525251,Kakarda
27,497,03951,525252,Ghatli
27,497,03951,525253,Kamod
27,497,03951,525254,Mokh Bk
27,497,03951,525255,Khushgavhan
27,497,03951,525256,Manwani Kh
27,497,03951,525257,Chippal
27,497,03951,525258,Kusumveri
27,497,03951,525259,Palkha
27,497,03951,525260,Nawegaon
27,497,03951,525261,Mankhedi Bk
27,497,03951,525262,Radikalam
27,497,03951,525263,Manwani Bk
27,497,03951,525264,Kela Kh
27,497,03951,525265,Mokh Kh
27,497,03951,525266,Panbari
27,497,03951,525267,Talai
27,497,03951,525268,Padamund
27,497,03951,525269,Kela Bk
27,497,03951,525270,Sisa
27,497,03951,525271,Chulwad
27,497,03951,525272,Kakarpati
27,497,03951,525273,Kalibel
27,497,03951,525274,Asali
27,497,03951,525275,Ramsala
27,497,03951,525276,Padali
27,497,03951,525277,Chittar
27,497,03951,525278,Chittar Forest
27,497,03951,525279,Ukhaliamba
27,497,03951,525280,Mal
27,497,03951,525281,Valiamba
27,497,03951,525282,Astamba
27,497,03951,525283,Astamba Forest
27,497,03951,525284,Paula
27,497,03951,525285,Pimpalchop
27,497,03951,525286,Atti
27,497,03951,525287,Keli
27,497,03951,525288,Thuwani
27,497,03951,525289,Bharad
27,497,03951,525290,Shikka
27,497,03951,525291,Nimgavhan
27,497,03951,525292,Domkhedi
27,497,03951,525293,Shelgada
27,497,03951,525294,Makadkund
27,497,03951,525295,Goradi
27,497,03951,525296,Kumbhari
27,497,03951,525297,Roshamal Kh
27,497,03951,525298,Kuktar
27,497,03951,525299,Akwani
27,497,03951,525300,Shelda
27,497,03951,525301,Junana
27,497,03951,525302,Mal
27,497,03951,525303,Khardi Kh
27,497,03951,525304,Bilgaon
27,497,03951,525305,Genda
27,497,03951,525306,Khutwada
27,497,03951,525307,Bori
27,497,03951,525308,Khardi Bk
27,497,03951,525309,Kamod Bk
27,497,03951,525310,Rajbardi
27,497,03951,525311,Shelkui
27,497,03951,525312,Sindvani
27,497,03951,525313,Katra
27,497,03951,525314,Telkhedi
27,497,03951,525315,Tembhurni
27,497,03951,525316,Mankhedi Kh
27,497,03951,525317,Mandvi Bk
27,497,03951,525318,Nigadi
27,497,03951,525319,Mandvi Kh
27,497,03951,525320,Khadkale Bk
27,497,03951,525321,Bodala
27,497,03951,525322,Khadkale Kh
27,497,03951,525323,Vavi
27,497,03951,525324,Kelimojara
27,497,03951,525325,Zummad
27,497,03951,525326,Maktarzira
27,497,03951,525327,Warwali
27,497,03951,525328,Sadri
27,497,03951,525329,Udadya
27,497,03951,525330,Bhadal
27,497,03951,525331,Bhabri
27,497,03951,525332,Bhamane
27,497,03951,525333,Bhusha
27,497,03951,525334,Sawaryadigar
27,497,03951,525335,Japi
27,497,03951,525336,Phalai
27,497,03951,525337,Sawarya
27,497,03951,525338,Lekhada
27,497,03951,525339,Sindidigar
27,497,03951,525340,Khadki
27,497,03951,525341,Chikhali
27,497,03951,525342,Kuwarkhot
27,497,03951,525343,Trishul
27,497,03951,525344,Kuklad
27,497,03951,525345,Toranmal (june)
27,497,03951,525346,Kelapani
27,497,03951,525347,Valval
27,497,03951,525348,Jarali
27,497,03951,525349,Kamod Kh
27,497,03951,525350,Chhinalkuwa
27,497,03951,525351,Gaurya
27,497,03951,525352,Sirsani
27,497,03951,525353,Pimpalbari
27,497,03951,525354,Bijari
27,497,03951,525355,Chinchkathi
27,497,03951,525356,Chandsaili
27,497,03951,525357,Vadfalya (CT)
27,497,03952,000000,Talode
27,497,03952,525358,Ichhagavhan
27,497,03952,525359,Sawar
27,497,03952,525360,Kundave
27,497,03952,525361,Biyamal
27,497,03952,525362,Ekdhad
27,497,03952,525363,Walheri
27,497,03952,525364,Sojarbara
27,497,03952,525365,Narmadanagar 
27,497,03952,525366,Dekati
27,497,03952,525367,Sardarnagar 
27,497,03952,525368,Amalpada
27,497,03952,525369,Pimparpada
27,497,03952,525370,Retpada
27,497,03952,525371,Ratanpada
27,497,03952,525372,Umarkuwa
27,497,03952,525373,Sorapada
27,497,03952,525374,Ranapur
27,497,03952,525375,Shirve
27,497,03952,525376,Padhadi
27,497,03952,525377,Somawal Bk
27,497,03952,525378,Khusgavhan
27,497,03952,525379,Somawal Kh
27,497,03952,525380,Belipada
27,497,03952,525381,Rajviri
27,497,03952,525382,Budhavali
27,497,03952,525383,Lobhani
27,497,03952,525384,Budhaval
27,497,03952,525385,Nalgavhan
27,497,03952,525386,Ziri
27,497,03952,525387,Kakalpur
27,497,03952,525388,Shelwai
27,497,03952,525389,Rampur
27,497,03952,525390,Modalpada
27,497,03952,525391,Satone
27,497,03952,525392,Mendhwad
27,497,03952,525393,Gaulanpada
27,497,03952,525394,Mal Kh
27,497,03952,525395,Chaugaon Kh
27,497,03952,525396,Rapapur
27,497,03952,525397,Lakkadkot
27,497,03952,525398,Kothar
27,497,03952,525399,Alwan
27,497,03952,525400,Gadhavali
27,497,03952,525401,Khardi Bk
27,497,03952,525402,Khardi Kh
27,497,03952,525403,Padalpur
27,497,03952,525404,Gopalpur
27,497,03952,525405,Ranzani
27,497,03952,525406,Razave Reselle 
27,497,03952,525407,Rozave
27,497,03952,525408,Amoni
27,497,03952,525409,Revanagar 
27,497,03952,525410,Halalpur
27,497,03952,525411,Dalelpur
27,497,03952,525412,Chinode
27,497,03952,525413,Kazipur Talawadi
27,497,03952,525414,Bhavar
27,497,03952,525415,Talode (Rural)
27,497,03952,525416,Amaled
27,497,03952,525417,Lakhapur(F)
27,497,03952,525418,Ban
27,497,03952,525419,Juwani (F)
27,497,03952,525420,Malde
27,497,03952,525421,Singaspur
27,497,03952,525422,Karde
27,497,03952,525423,Juwani(R)
27,497,03952,525424,Lakhapur (Rev)
27,497,03952,525425,Dhanpur
27,497,03952,525426,Sawarpada
27,497,03952,525427,Bandhare
27,497,03952,525428,Ranipur
27,497,03952,525429,Selingpur
27,497,03952,525430,Nyuban
27,497,03952,525431,Borad
27,497,03952,525432,Chhotadhanpur
27,497,03952,525433,Pratappur
27,497,03952,525434,Ashte Tarf Borad
27,497,03952,525435,Kalamsare
27,497,03952,525436,Mohida
27,497,03952,525437,Salsadi
27,497,03952,525438,Navagaon
27,497,03952,525439,Talve
27,497,03952,525440,Morwad
27,497,03952,525441,Chaugaon Bk
27,497,03952,525442,Umri
27,497,03952,525443,Gunjali
27,497,03952,525444,Mod
27,497,03952,525445,Kharwad
27,497,03952,525446,Kadhel
27,497,03952,525447,Daswad
27,497,03952,525448,Dhanore
27,497,03952,525449,Khedale
27,497,03952,525450,Tarhavad
27,497,03952,802640,Talode (M Cl)
27,497,03953,000000,Shahade
27,497,03953,525451,Kotbandhani
27,497,03953,525452,Ranipur
27,497,03953,525453,Nagziri
27,497,03953,525454,Pimprani
27,497,03953,525455,Chirde
27,497,03953,525456,Madkani
27,497,03953,525457,Dara
27,497,03953,525458,Virpur
27,497,03953,525459,Navagaon (F.V.)
27,497,03953,525460,Akaspur
27,497,03953,525461,Nimbardi (F.V.)
27,497,03953,525462,Nandya
27,497,03953,525463,Rampur
27,497,03953,525464,Talavadi
27,497,03953,525465,Amode
27,497,03953,525466,Fattepur
27,497,03953,525467,Shirud-t-haveli
27,497,03953,525468,Kusumwade
27,497,03953,525469,Kansai
27,497,03953,525470,Bhute
27,497,03953,525471,Welavad
27,497,03953,525472,Wadi
27,497,03953,525473,Javade-t-borad
27,497,03953,525474,Pimplod
27,497,03953,525475,Kudhavad
27,497,03953,525476,Lachore
27,497,03953,525477,Kanadi-t-haveli
27,497,03953,525478,Umarti
27,497,03953,525479,Anakwade
27,497,03953,525480,Mhasavad
27,497,03953,525481,Budigavhan
27,497,03953,525482,Chikhali Bk
27,497,03953,525483,Padalde-bk
27,497,03953,525484,Alkhed
27,497,03953,525485,Lakkadkot
27,497,03953,525486,Ambapur
27,497,03953,525487,Isalampur
27,497,03953,525488,Tawalai
27,497,03953,525489,Sulwade
27,497,03953,525490,Mubarakpur
27,497,03953,525491,Adgaon
27,497,03953,525492,Ganor
27,497,03953,525493,Khargaon
27,497,03953,525494,Bahirpur
27,497,03953,525495,Biladi-t-haveli
27,497,03953,525496,Khed-digar
27,497,03953,525497,Raikhed
27,497,03953,525498,Sultanpur
27,497,03953,525499,Bramhanpuri
27,497,03953,525500,Godipur
27,497,03953,525501,Pimpri
27,497,03953,525502,Awage
27,497,03953,525503,Junavane
27,497,03953,525504,Navalpur
27,497,03953,525505,Chandsaili
27,497,03953,525506,Padalde-kh.
27,497,03953,525507,Bhagapur
27,497,03953,525508,Javkhede
27,497,03953,525509,Tuki
27,497,03953,525510,Kavalith
27,497,03953,525511,Sonval-t-haveli
27,497,03953,525512,Asus
27,497,03953,525513,Hol-gujari
27,497,03953,525514,Kochare
27,497,03953,525515,Kurangi
27,497,03953,525516,Shrikhed
27,497,03953,525517,Bhortek
27,497,03953,525518,Ukhalshem
27,497,03953,525519,Ozarte
27,497,03953,525520,Jam
27,497,03953,525521,Jaavade-t-haveli
27,497,03953,525522,Navanagar
27,497,03953,525523,Vadgaon
27,497,03953,525524,Titari
27,497,03953,525525,Wagharde
27,497,03953,525526,Chikhali Kh.
27,497,03953,525527,Damalde
27,497,03953,525528,Kalmad-t-haveli
27,497,03953,525529,Tidhare
27,497,03953,525530,Gogapur
27,497,03953,525531,Lohare
27,497,03953,525532,Karjot
27,497,03953,525533,Pimparde
27,497,03953,525534,Asalod
27,497,03953,525535,Mandane
27,497,03953,525536,Shahane
27,497,03953,525537,Langadi-bhavani
27,497,03953,525538,Malgaon
27,497,03953,525539,Chandsaili
27,497,03953,525540,Bhongra
27,497,03953,525541,Dudhkheda
27,497,03953,525542,New-aslod
27,497,03953,525543,Manmodya
27,497,03953,525544,Bhulane
27,497,03953,525545,Mohinde-t-haveli
27,497,03953,525546,Hol
27,497,03953,525547,Tembhali
27,497,03953,525548,Lonkheda
27,497,03953,525549,Purushottamnagar 
27,497,03953,525550,Sawakheda
27,497,03953,525551,Kamaravad
27,497,03953,525552,Vadchhil
27,497,03953,525553,Dongargaon
27,497,03953,525554,Maloni
27,497,03953,525555,Untavad
27,497,03953,525556,Tikhore
27,497,03953,525557,Kukdel
27,497,03953,525558,Shahade (r)
27,497,03953,525559,Mohide-t-shahade
27,497,03953,525560,Kalmadi-t-borad
27,497,03953,525561,Thengche
27,497,03953,525562,Tarhadi-t-borad
27,497,03953,525563,Kothali-t-haveli
27,497,03953,525564,Aurangpur
27,497,03953,525565,Pari
27,497,03953,525566,Varde
27,497,03953,525567,Kalsadi
27,497,03953,525568,Dhamlad
27,497,03953,525569,Waghode
27,497,03953,525570,Sonval-t-borad
27,497,03953,525571,Karankheda
27,497,03953,525572,Nandarde
27,497,03953,525573,Vaijali
27,497,03953,525574,Katharde-digar
27,497,03953,525575,Katharde Kh
27,497,03953,525576,Bhade
27,497,03953,525577,Dhurkheda
27,497,03953,525578,Pingane
27,497,03953,525579,Prakasha
27,497,03953,525580,Bupkari
27,497,03953,525581,Damerkheda
27,497,03953,525582,Karajai
27,497,03953,525583,Lambole
27,497,03953,525584,Manarad
27,497,03953,525585,Shirud-digar
27,497,03953,525586,Sawalde
27,497,03953,525587,Kanadi Kh
27,497,03953,525588,Varul-t-s
27,497,03953,525589,Tembhe-t-s
27,497,03953,525590,Vardhe
27,497,03953,525591,Nandarkheda
27,497,03953,525592,Palasvade
27,497,03953,525593,Shelti
27,497,03953,525594,Sasade
27,497,03953,525595,Sonvad-t-s
27,497,03953,525596,Kauthal-t-shahade
27,497,03953,525597,Kukaval
27,497,03953,525598,Kothali-t-sarangkheda
27,497,03953,525599,Kalambu
27,497,03953,525600,Pusanad
27,497,03953,525601,Anarad
27,497,03953,525602,Biladi-t-sarangkheda
27,497,03953,525603,Bamkheda-t-sarangkheda
27,497,03953,525604,Kauthal-t-sarangkheda
27,497,03953,525605,Kurhavad-t-sarangkheda
27,497,03953,525606,Sarangkheda
27,497,03953,525607,Tembhe Bk
27,497,03953,525608,Khamkheda
27,497,03953,525609,Deur
27,497,03953,525610,Udhalod
27,497,03953,525611,Chirkhan
27,497,03953,525612,Londhare
27,497,03953,525613,Kahatul
27,497,03953,525614,Dhandre Bk
27,497,03953,525615,Dhandre Kh.
27,497,03953,525616,Ubhadagad
27,497,03953,525617,Katghar
27,497,03953,525618,Abhanpur
27,497,03953,525619,Kakarde Kh
27,497,03953,525620,Kakarde Bk
27,497,03953,525621,Khaparkheda
27,497,03953,525622,Kondaval
27,497,03953,525623,Jainagar
27,497,03953,525624,Nimbhore
27,497,03953,525625,Matkut
27,497,03953,525626,Borale
27,497,03953,525627,Vadali
27,497,03953,525628,Bhadgaon
27,497,03953,525629,Khairve
27,497,03953,525630,Bamkheda-t-tarhad
27,497,03953,525631,Fes
27,497,03953,525632,Dondwade
27,497,03953,525633,Torkheda
27,497,03953,525634,Hingani
27,497,03953,802641,Shahade (M Cl)
27,497,03954,000000,Nandurbar
27,497,03954,525635,Tarapur
27,497,03954,525636,Isainagar
27,497,03954,525637,Nandpur
27,497,03954,525638,Dhanora
27,497,03954,525639,Karajwe
27,497,03954,525640,Shejve
27,497,03954,525641,Shivpur
27,497,03954,525642,Vyahur
27,497,03954,525643,Dhulwad
27,497,03954,525644,Gu.bhavali
27,497,03954,525645,Gu.jambholi
27,497,03954,525646,Rajapur
27,497,03954,525647,Velawad
27,497,03954,525648,Loya
27,497,03954,525649,Pimplod
27,497,03954,525650,Umargaon
27,497,03954,525651,Bhavanipada
27,497,03954,525652,Malpur
27,497,03954,525653,Mangrul
27,497,03954,525654,Bhangda
27,497,03954,525655,Waslai
27,497,03954,525656,Arditara
27,497,03954,525657,Devpur
27,497,03954,525658,Natawad
27,497,03954,525659,Kodhali Kh.
27,497,03954,525660,Nimboni Bk.
27,497,03954,525661,Nimgaon
27,497,03954,525662,Wagshepa
27,497,03954,525663,Kothade
27,497,03954,525664,Pawle
27,497,03954,525665,Adachhi
27,497,03954,525666,Amrave
27,497,03954,525667,Patharai
27,497,03954,525668,Dhamdai
27,497,03954,525669,Warul
27,497,03954,525670,Khodasgaon
27,497,03954,525671,Shinde
27,497,03954,525672,Sawalde
27,497,03954,525673,Korit
27,497,03954,525674,Sujalpur
27,497,03954,525675,Borale
27,497,03954,525676,Nashinde
27,497,03954,525677,Khaparkhede
27,497,03954,525678,Samsherpur
27,497,03954,525679,Shahade
27,497,03954,525680,Bhagsari
27,497,03954,525681,Kolde
27,497,03954,525682,Palashi
27,497,03954,525683,Ghuli
27,497,03954,525684,Rakaswade
27,497,03954,525685,Waghode
27,497,03954,525686,Patonda
27,497,03954,525687,Hol T. Haveli
27,497,03954,525688,Bamdod
27,497,03954,525689,Khondamali
27,497,03954,525690,Vikharan
27,497,03954,525691,Hatmohide
27,497,03954,525692,Amlatne
27,497,03954,525693,Osarli
27,497,03954,525694,Arale
27,497,03954,525695,Saturkhe
27,497,03954,525696,Bahyane
27,497,03954,525697,Manjre
27,497,03954,525698,Koparli
27,497,03954,525699,Hol T. Ranale
27,497,03954,525700,Jun Mohide
27,497,03954,525701,Kakarde
27,497,03954,525702,Nagaon
27,497,03954,525703,Tishi
27,497,03954,525704,Bhaler
27,497,03954,525705,Shindgavhan
27,497,03954,525706,Kanalde
27,497,03954,525707,Kalmadi
27,497,03954,525708,Wadwad
27,497,03954,525709,Dhamdod
27,497,03954,525710,Dhandhane
27,497,03954,525711,Wankute
27,497,03954,525712,Ranale
27,497,03954,525713,Nimbhel
27,497,03954,525714,Kandre
27,497,03954,525715,Karli
27,497,03954,525716,Bhadwad
27,497,03954,525717,Baldane
27,497,03954,525718,Nyahali
27,497,03954,525719,Ghotane
27,497,03954,525720,Khokrale
27,497,03954,525721,Asane
27,497,03954,525722,Rajale
27,497,03954,525723,Tilali
27,497,03954,525724,Mandal
27,497,03954,525725,Akhatwade
27,497,03954,525726,Hatti Indri
27,497,03954,525727,Balwand
27,497,03954,525728,Saitane
27,497,03954,525729,Talwade Bk
27,497,03954,525730,Kharde Kh.
27,497,03954,525731,Vaindane
27,497,03954,525732,Moyane
27,497,03954,525733,Malkhand
27,497,03954,525734,Umarde Bk
27,497,03954,525735,Fulsare
27,497,03954,525736,Narayanpur
27,497,03954,525737,Karankheda
27,497,03954,525738,Sundarde
27,497,03954,525739,Nalve Bk.
27,497,03954,525740,Lonkheda
27,497,03954,525741,Karjkupe
27,497,03954,525742,Nalve Kh.
27,497,03954,525743,Dahindule Bk.
27,497,03954,525744,Dahindule Kh
27,497,03954,525745,Umarde Kh
27,497,03954,525746,Kathore
27,497,03954,525747,Chaupale
27,497,03954,525748,Vawad
27,497,03954,525749,Akrale
27,497,03954,525750,Vadbare
27,497,03954,525751,Chakle
27,497,03954,525752,Vasadare
27,497,03954,525753,Bhone
27,497,03954,525754,Nandurbar (rural)
27,497,03954,525755,Dudhale
27,497,03954,525756,Nandarkhe
27,497,03954,525757,Pimpri
27,497,03954,525758,Wadjakhan
27,497,03954,525759,Umaj
27,497,03954,525760,Shirwade
27,497,03954,525761,Ranale Kh
27,497,03954,525762,Jalkhe
27,497,03954,525763,Dhirajgaon
27,497,03954,525764,Pachorabari
27,497,03954,525765,Khamgaon
27,497,03954,525766,Biladi
27,497,03954,525767,Tokartale
27,497,03954,525768,Virchak
27,497,03954,525769,Dhekwad
27,497,03954,525770,Bal Amrai
27,497,03954,525771,Kalamba
27,497,03954,525772,Khairale
27,497,03954,525773,Navagaon
27,497,03954,525774,Nagsar
27,497,03954,525775,Songir
27,497,03954,525776,Wadgaon
27,497,03954,525777,Haripur
27,497,03954,525778,Shrirampur
27,497,03954,525779,Waghale
27,497,03954,525780,Ozarde
27,497,03954,525781,Ambapur
27,497,03954,525782,Ashte
27,497,03954,525783,Sutare
27,497,03954,525784,Ajepur
27,497,03954,525785,Ghoghalgaon
27,497,03954,525786,Gangapur
27,497,03954,525787,Thanepada
27,497,03954,802642,Nandurbar (M Cl)
27,497,03955,000000,Nawapur
27,497,03955,525788,Lakkad Kot
27,497,03955,525789,Hirafali 
27,497,03955,525790,Khokarwada
27,497,03955,525791,Kareghat
27,497,03955,525792,Khekada
27,497,03955,525793,Gokul Nagar
27,497,03955,525794,Zamanzar
27,497,03955,525795,Bedkipada 
27,497,03955,525796,Thuwa
27,497,03955,525797,Gadad
27,497,03955,525798,Bandharfali
27,497,03955,525799,Bedkipada
27,497,03955,525800,Wakipada
27,497,03955,525801,Kothada
27,497,03955,525802,Amlan
27,497,03955,525803,Pangaran
27,497,03955,525804,Raingan
27,497,03955,525805,Nandvan
27,497,03955,525806,Vijapur
27,497,03955,525807,Ghodajamane
27,497,03955,525808,Karanji Kh
27,497,03955,525809,Bilmajer
27,497,03955,525810,Bhavare
27,497,03955,525811,Payarvihir
27,497,03955,525812,Jamtalav
27,497,03955,525813,Nawapada
27,497,03955,525814,Dhulipada
27,497,03955,525815,Dhanrat
27,497,03955,525816,Bokalzar
27,497,03955,525817,Bari
27,497,03955,525818,Shingar Mal
27,497,03955,525819,Bhamarmal 
27,497,03955,525820,Raipur
27,497,03955,525821,Morthuwa 
27,497,03955,525822,Chouki
27,497,03955,525823,Pratappur
27,497,03955,525824,Ukalapani
27,497,03955,525825,Umbardi
27,497,03955,525826,Khalibardi
27,497,03955,525827,Vadkalambi
27,497,03955,525828,Nagziri
27,497,03955,525829,Sari
